Date,Temperature,Charge_Start,Charge_End,Daily_Cycles,Total_Cycles,SOH
2021-09-04,3.1876757744939876,20,80,1.0288986502804318,1.0288986502804318,99.98540338546809
2021-09-05,9.553249665868806,20,80,1.8578221321350434,2.886720782415475,99.96680375446107
2021-09-06,12.33490576988266,20,100,1.2537936530199834,4.140514435435458,99.94502945600503
2021-09-07,-10.6400779796108,20,80,1.3991432780535775,5.539657713489035,99.92983764205026
2021-09-08,2.218862378229407,20,80,1.297886291288984,6.837544004778019,99.91471121808877
2021-09-09,48.25550732885553,20,80,1.324156098883012,8.161700103661031,99.89074566011386
2021-09-10,19.799826677729662,20,80,1.9423020437579908,10.104002147419022,99.86928295071401
2021-09-11,17.89983368908563,20,80,1.5576857457861415,11.661687893205164,99.85046676852278
2021-09-12,9.834409936948505,20,80,1.3614048688895573,13.023092762094722,99.83133600011878
2021-09-13,7.964601158545152,20,80,1.224202566144423,14.247295328239144,99.8116641948085
2021-09-14,16.056734855126088,20,80,1.3771459631746858,15.624441291413829,99.78962533375443
2021-09-15,13.507459181533852,20,80,1.0895748691692648,16.714016160583093,99.77107256291679
2021-09-16,-19.858427684377713,20,80,1.367093421353144,18.081109581936236,99.75649036532892
2021-09-17,12.661594533235967,20,80,1.7576247407239278,19.838734322660162,99.73707571378718
2021-09-18,11.97090729925952,20,80,1.0934557064079118,20.932190029068074,99.7187890705372
2021-09-19,1.5309926333072221,20,100,1.0846164981443094,22.016806527212385,99.70018866931724
2021-09-20,2.582628239093643,20,80,1.481214833625112,23.498021360837498,99.6812678630147
2021-09-21,7.143775313264329,20,80,1.3976614556337534,24.89568281647125,99.6628841703855
2021-09-22,8.486377838170434,20,80,1.7782519856708294,26.673934802142078,99.64384752310434
2021-09-23,7.850374232136874,20,80,1.7236672538088178,28.397602055950895,99.62594956788828
2021-09-24,10.450130354171607,20,80,1.521277007477547,29.91887906342844,99.60581129717745
2021-09-25,15.67014820281798,20,80,1.6265436643954274,31.54542272782387,99.58640304887531
2021-09-26,5.995002704658252,20,80,1.0456416337617536,32.59106436158562,99.57003414258035
2021-09-27,-19.14526143256061,20,80,1.2564596470234797,33.8475240086091,99.55706099395239
2021-09-28,10.575198816596325,20,80,1.5969003516085518,35.44442436021765,99.53594703529338
2021-09-29,5.301159472906898,20,80,1.7795700926155136,37.22399445283317,99.5162536546316
2021-09-30,7.9689978572537346,20,80,1.2541632578677069,38.47815771070088,99.49992166197018
2021-10-01,19.287572532551565,20,80,1.6771828921673686,40.15534060286824,99.479797688762
2021-10-02,18.787589967035125,20,80,1.058410283483012,41.21375088635126,99.45725801363236
2021-10-03,14.76533024395285,20,80,1.3448066136787284,42.558557500029984,99.43987972209173
2021-10-04,12.0517177395144,20,80,1.8450080683315786,44.403565568361564,99.41883572480393
2021-10-05,47.326582574910844,20,80,1.2220098977175484,45.62557546607911,99.39772940103322
2021-10-06,13.465328429560863,20,80,1.4982184577945412,47.123793923873656,99.37851409057922
2021-10-07,3.4336167618163382,20,80,1.8887357419783806,49.012529665852036,99.36344153501574
2021-10-08,49.06941038868908,20,80,1.4365164681563944,50.44904613400843,99.33713641832375
2021-10-09,17.38171023972545,20,80,1.6305583693033254,52.07960450331175,99.31728727511616
