Date,Temperature,Charge_Start,Charge_End,Daily_Cycles,Total_Cycles,SOH
2021-09-04,0.027079689931557294,60,80,0.7204032622747323,0.7204032622747323,99.98805972230208
2021-09-05,40.36948995345292,60,80,0.769583939421635,1.4899872016963673,99.97059640824355
2021-09-06,7.406179442705878,60,80,0.9324695880400153,2.4224567897363825,99.95697185385379
2021-09-07,16.524425772656095,60,80,0.5451097408699541,2.9675665306063364,99.9447406028201
2021-09-08,12.809340618681786,60,80,0.7371333651507235,3.70469989575706,99.93143527676047
2021-09-09,15.577315709626278,60,80,0.5754751932126422,4.280175088969702,99.92000805720876
2021-09-10,9.306707668157468,60,80,0.9170705181056713,5.197245607075373,99.9058714255032
2021-09-11,6.065986658096174,60,80,0.9134239781875824,6.110669585262955,99.89212753364625
2021-09-12,1.498292178275773,60,80,0.8702450395959601,6.980914624858915,99.87893473361044
2021-09-13,11.932124163153102,60,80,0.5929318015828264,7.573846426441742,99.865532887008
2021-09-14,3.40681121679558,60,80,0.5357116258033352,8.109558052245077,99.8514256652153
2021-09-15,4.702312174717777,60,80,0.9277461845303451,9.037304236775423,99.83737368756155
2021-09-16,15.52125040617479,60,80,0.941631502404301,9.978935739179724,99.8214512825167
2021-09-17,7.207909528642286,60,80,0.7571410427259235,10.736076781905647,99.80753211360198
2021-09-18,7.064304356860928,60,100,0.7018987951909856,11.437975577096632,99.79612849532823
2021-09-19,18.24384706180764,60,80,0.6315358362759798,12.069511413372611,99.78224963576922
2021-09-20,5.637223770250916,60,80,0.6170397299311234,12.686551143303735,99.77072338655104
2021-09-21,15.586664662561267,60,100,0.5431895272502911,13.229740670554026,99.75789607437117
2021-09-22,6.848134710940337,60,80,0.641913332991424,13.87165400354545,99.74651609510154
2021-09-23,11.07985691221742,60,80,0.8871273639508057,14.758781367496255,99.73363827033558
2021-09-24,9.164762096044662,60,100,0.5200424123624081,15.278823779858662,99.72111341029758
2021-09-25,7.1408523528767525,60,80,0.5518554026631273,15.83067918252179,99.7089535948033
2021-09-26,17.907798808056413,60,80,0.7958472081371131,16.626526390658903,99.69723621406064
2021-09-27,17.943156349272677,60,80,0.5321448847434835,17.158671275402387,99.68268582834976
2021-09-28,2.817707202450106,60,80,0.8957981559720416,18.05446943137443,99.67142127745554
2021-09-29,46.145148905899354,60,80,0.9836864656560975,19.038155897030528,99.65330821872313
2021-09-30,18.770373396825022,60,80,0.7422739401262719,19.7804298371568,99.6385760143725
2021-10-01,19.336441655242794,60,80,0.8192130474450752,20.599642884601874,99.6268792184597
2021-10-02,6.3956071707350866,60,80,0.6478360699642549,21.24747895456613,99.61537968921286
2021-10-03,19.337180317212162,60,80,0.5099686025835538,21.757447557149685,99.60270177363608
2021-10-04,5.633793490659582,60,80,0.6085663949490505,22.366013952098736,99.58798715349313
2021-10-05,13.745099007979675,60,80,0.6371883085613694,23.003202260660107,99.57404356693539
2021-10-06,0.49944521219844384,60,80,0.6025141130795457,23.605716373739654,99.56124234818333
2021-10-07,8.184922983644649,60,80,0.6776989860757485,24.2834153598154,99.54863649413518
2021-10-08,10.343003964226682,60,80,0.9388325799286948,25.222247939744094,99.53595221267013
2021-10-09,3.7899753328903607,60,80,0.865101154206838,26.08734909395093,99.52523293351572
