Date,Temperature,Charge_Start,Charge_End,Daily_Cycles,Total_Cycles,SOH
2021-09-04,15.157374406208,20,80,0.23181063207258903,0.23181063207258903,99.9943490144301
2021-09-05,9.2692843873356,20,100,0.3893004568878854,0.6211110889604744,99.98588565229988
2021-09-06,11.597141097073054,20,80,0.3909588791221102,1.0120699680825846,99.9780527361757
2021-09-07,6.811303694318025,20,80,0.25449139564102263,1.2665613637236073,99.97317877504534
2021-09-08,7.22133131249687,20,80,0.36778724065768653,1.6343486043812938,99.96800061354783
2021-09-09,17.838036970588128,20,100,0.26503593380458823,1.899384538185882,99.96085459234597
2021-09-10,14.024863095381683,20,80,0.36629396116044877,2.265678499346331,99.95223672121163
2021-09-11,13.698523422373611,20,80,0.3782826301358201,2.643961129482151,99.94655542429925
2021-09-12,16.426911914148718,20,80,0.43656376572151634,3.0805248952036672,99.93961536304705
2021-09-13,4.474980427254824,20,80,0.28828648134349194,3.3688113765471592,99.93209804056158
2021-09-14,8.899580440519921,20,80,0.47871463729335606,3.847526013840515,99.92439956185756
2021-09-15,8.802647896492248,20,80,0.2967431474266313,4.144269161267147,99.91632573126185
2021-09-16,18.398419133697644,20,80,0.37715369685883887,4.521422858125986,99.90929043835715
2021-09-17,3.779754397833892,20,80,0.3171187108780429,4.838541569004029,99.90511750664646
2021-09-18,8.2143634835437,20,80,0.3122931940965146,5.150834763100543,99.89674761323788
2021-09-19,45.672885849062915,20,80,0.49650450335528007,5.647339266455823,99.88995480367811
2021-09-20,8.277054574960728,20,80,0.24470179042301982,5.892041056878843,99.88144378089834
2021-09-21,10.08656712293715,20,80,0.3181613877412441,6.210202444620087,99.87642901356652
2021-09-22,1.6483505519287345,20,80,0.3019653517234764,6.512167796343563,99.87073709534485
2021-09-23,1.3990206702204988,20,80,0.41402978324526496,6.926197579588829,99.86622418630033
2021-09-24,12.20112373371591,20,80,0.3986028321734463,7.324800411762275,99.86012752076742
2021-09-25,-11.767735490582172,20,80,0.3488221766834455,7.6736225884457205,99.85415802824386
2021-09-26,17.41825591906434,20,80,0.26193496601734895,7.935557554463069,99.84709891337019
2021-09-27,8.6595119657439,20,80,0.3844609892140295,8.320018543677099,99.84114529496307
2021-09-28,-14.828296304210138,20,80,0.44951923604835803,8.769537779725457,99.83565118261966
2021-09-29,42.02743943510315,20,80,0.3095534813782269,9.079091261103684,99.82971235923593
2021-09-30,10.018171747703299,20,80,0.44496772114370914,9.524058982247393,99.8215208921836
2021-10-01,17.322464569095516,20,100,0.2708795272612795,9.794938509508672,99.81553437263386
2021-10-02,18.45894479935954,20,80,0.23923025807067977,10.034168767579352,99.80736119463825
2021-10-03,13.172530120148483,20,80,0.2856819281678732,10.319850695747226,99.80199881783913
2021-10-04,1.874668499072072,20,80,0.22201805884810244,10.541868754595328,99.79713871760593
2021-10-05,18.424687452428607,20,100,0.27887784281644634,10.820746597411773,99.79051710877543
2021-10-06,13.154172443116705,20,80,0.26654160753091105,11.087288204942684,99.78309934861959
2021-10-07,7.794026539855281,20,80,0.35086357419317227,11.438151779135856,99.77579139808425
2021-10-08,1.2684785634287898,20,80,0.43521043552953514,11.873362214665391,99.77084853367477
2021-10-09,8.462368871500969,20,80,0.42198201751480213,12.295344232180193,99.76644770459333
2021-10-10,11.018695323431677,20,80,0.29567359866451487,12.591017830844708,99.76109053431246
2021-10-11,3.831060476436896,20,80,0.45352616391302936,13.044543994757737,99.75635350875248
2021-10-12,2.397393333775697,20,80,0.22444294998044106,13.268986944738177,99.74863903567919
2021-10-13,15.122011646888566,20,80,0.2185156409037584,13.487502585641936,99.74399598303405
2021-10-14,12.782372335982048,20,80,0.21472636521309263,13.702228950855028,99.73877420346881
2021-10-15,42.52332121155594,20,80,0.49204697010268406,14.194275920957713,99.72963351298556
2021-10-16,10.120111174044146,20,100,0.2558014200053007,14.450077340963013,99.72504574899567
2021-10-17,-13.459371287021504,20,80,0.21073773345424213,14.660815074417254,99.71950115751963
2021-10-18,7.622343966212952,20,80,0.3711781170974635,15.031993191514717,99.7135140933583
2021-10-19,3.2327237855968938,20,100,0.4276659235859854,15.459659115100703,99.70540678974236
2021-10-20,11.047300709115795,20,80,0.3691006218386912,15.828759736939393,99.69931253923755
2021-10-21,3.9784033104488525,20,80,0.2601286212025763,16.08888835814197,99.69325954631722
2021-10-22,18.380703135179196,20,80,0.20846313228228816,16.297351490424255,99.6871263795381
2021-10-23,8.803411742259218,20,80,0.34510186386708386,16.642453354291337,99.6790589805689
2021-10-24,4.530107883619743,20,80,0.44832481721185,17.09077817150319,99.67364515148945
2021-10-25,17.11472220712249,20,80,0.3404382875810682,17.431216459084258,99.66755279358853
2021-10-26,-15.62347619210805,20,80,0.38897822410939853,17.820194683193655,99.66214153496885
2021-10-27,9.696633756356928,20,80,0.389734239131029,18.209928922324686,99.65697886217966
2021-10-28,14.975949817789223,20,80,0.31872446847481695,18.5286533907995,99.65011673948004
2021-10-29,7.387369206995418,20,80,0.3186888270893715,18.847342217888873,99.64359416362194
2021-10-30,8.445231655379072,20,80,0.27144815858522126,19.118790376474095,99.63660300403967
2021-10-31,40.66729260165692,20,80,0.24937722388365682,19.36816760035775,99.62853490162628
2021-11-01,0.457403353446566,20,80,0.4448223939370888,19.81298999429484,99.62345578668966
2021-11-02,0.2580769524384974,20,80,0.43330438552051254,20.24629437981535,99.61601304965608
2021-11-03,11.882113420495807,20,80,0.3666638947821928,20.612958274597542,99.61055218811008
2021-11-04,17.960083230983972,20,80,0.25151394044467684,20.86447221504222,99.60574149653277
2021-11-05,18.419698926964145,20,80,0.4079100146700846,21.272382229712303,99.59828594786238
2021-11-06,14.679903499496936,20,80,0.3630265690505624,21.635408798762864,99.59129846525455
2021-11-07,17.453662639038065,20,80,0.4536705357353728,22.089079334498237,99.58269535777774
2021-11-08,4.541147202093605,20,80,0.2430517375470808,22.332131072045318,99.57448036533775
2021-11-09,11.077694780328624,20,80,0.474911921783448,22.807042993828766,99.56576252005847
2021-11-10,6.688132538264009,20,80,0.3455747256855126,23.15261771951428,99.56091380164202
2021-11-11,13.782248717626349,20,80,0.25354802044395275,23.406165739958233,99.55269546288316
2021-11-12,6.06836449569583,20,80,0.425185812108349,23.831351552066582,99.54452590726451
2021-11-13,11.285604851518885,20,80,0.23618514675610086,24.067536698822682,99.53739469658386
2021-11-14,-13.921818623119005,20,80,0.4391121635906909,24.50664886241337,99.53381288695384
2021-11-15,0.7671998541853409,20,100,0.23565332690067248,24.742302189314042,99.52961907640369
2021-11-16,17.314469727649975,20,80,0.25695948932532814,24.99926167863937,99.5238989909435
2021-11-17,7.468369609803423,20,80,0.46931401138534734,25.468575690024718,99.51806035459866
2021-11-18,10.771065499351833,20,80,0.2242105985807275,25.692786288605447,99.51250020836719
2021-11-19,19.842776326058196,20,80,0.33481323896100745,26.027599527566455,99.50582901167199
2021-11-20,10.532139555605607,20,80,0.3352351803564523,26.362834707922907,99.49746522287357
2021-11-21,6.560859574665883,20,80,0.40873343435023823,26.771568142273146,99.49001731014182
2021-11-22,-11.915236853225034,20,80,0.23371706209186777,27.005285204365013,99.48396049081893
2021-11-23,8.286839878830163,20,80,0.4749984650792074,27.48028366944422,99.47902540338032
2021-11-24,17.804597867890386,20,80,0.4769131247873601,27.957196794231578,99.47394503346905
2021-11-25,7.390889637313906,20,80,0.40998555078851673,28.367182345020094,99.46745290378568
2021-11-26,0.2136418031749221,20,80,0.44377524584638295,28.810957590866476,99.45997257986127
2021-11-27,15.158088510766506,20,80,0.3473446480256934,29.15830223889217,99.45436700895007
2021-11-28,44.16283187084021,20,80,0.48454561562232873,29.642847854514496,99.44613230265632
2021-11-29,7.97943020519118,20,100,0.30869490263834004,29.951542757152836,99.43774194217043
2021-11-30,7.084227733827935,20,80,0.48673013733223713,30.438272894485074,99.43046746240712
2021-12-01,-5.553078697712395,20,80,0.48566869302346766,30.92394158750854,99.42320129637027
2021-12-02,-2.934892640136855,20,80,0.20108338245169904,31.12502496996024,99.41912761655594
2021-12-03,4.514826074694586,20,100,0.46763167920357934,31.592656649163818,99.41364172456879
2021-12-04,4.806654197091454,20,80,0.369441824296318,31.962098473460134,99.40670900012309
2021-12-05,3.751931176982797,20,80,0.367132683016399,32.32923115647653,99.40041122598049
2021-12-06,8.861987396639371,20,80,0.3686004321360709,32.6978315886126,99.39306819997016
2021-12-07,7.14086647070199,20,80,0.3590878205444229,33.056919409157025,99.38499550982448
2021-12-08,7.6277100740204915,20,80,0.4262686670644284,33.48318807622145,99.3800358284453
2021-12-09,-1.645168849705227,20,80,0.3442032156532201,33.827391291874676,99.37575284415888
2021-12-10,-5.721284681869729,20,80,0.3879440812720466,34.21533537314672,99.37081308745324
