Date,Temperature,Charge_Start,Charge_End,Daily_Cycles,Total_Cycles,SOH
2021-09-04,14.406219448702899,10,100,0.7327911019715636,0.7327911019715636,99.98392023592722
2021-09-05,8.128452705081015,10,100,0.882368452210206,1.6151595541817696,99.97051842926015
2021-09-06,2.761223848004297,10,100,0.6767778125341387,2.291937366715908,99.95503609774654
2021-09-07,0.5652788408274656,10,100,0.8593091883515881,3.1512465550674964,99.94229042820689
2021-09-08,0.2353570120746329,10,100,0.8304494306850256,3.981695985752522,99.93006150329673
2021-09-09,14.337706908980865,10,100,0.7865704738841914,4.768266459636713,99.91506392245108
2021-09-10,18.39416794569699,10,100,0.9524002856759806,5.720666745312694,99.89688566405314
2021-09-11,4.520981143404077,10,100,0.8259546404837503,6.546621385796444,99.88329517398908
2021-09-12,4.173221927129145,10,100,0.822218509727406,7.36883989552385,99.86942742122429
2021-09-13,43.010900024168365,10,100,0.5091178153570182,7.877957710880868,99.84892705044692
2021-09-14,19.97250077586695,10,100,0.8128158102781509,8.69077352115902,99.83090655120272
2021-09-15,18.30548831510221,10,100,0.8607218555526438,9.551495376711664,99.81367952016116
2021-09-16,6.32881261317197,10,100,0.8809257953163407,10.432421172028004,99.79905421113963
2021-09-17,9.345764323482298,10,100,0.6081342989643105,11.040555470992315,99.78586569179404
2021-09-18,8.811162488663138,10,100,0.9428746296200015,11.983430100612317,99.77115547313984
2021-09-19,11.142278364680331,10,100,0.8160864102329279,12.799516510845244,99.75706493990809
2021-09-20,44.97578024326849,10,100,0.9588978451427689,13.758414355988013,99.73678253282891
2021-09-21,8.295303902630884,10,100,0.9369631093464386,14.69537746533445,99.72178549040368
2021-09-22,17.606345284985807,10,100,0.6026730032408134,15.298050468575264,99.70424366139183
2021-09-23,19.156627105091587,10,100,0.8602549874748717,16.158305456050137,99.68988170263027
2021-09-24,10.545455826798772,10,100,0.7146296944208645,16.872935150471,99.67649241312968
2021-09-25,6.961053007974815,10,100,0.8088958481490127,17.681830998620015,99.66280210898105
2021-09-26,14.086985677442666,10,100,0.546161141889041,18.227992140509055,99.6467530498056
2021-09-27,18.901702812071438,10,100,0.9494058917330346,19.17739803224209,99.6293095762244
2021-09-28,8.978289097304053,10,100,0.7812766175219814,19.95867464976407,99.61340729941782
2021-09-29,45.149221026904684,10,100,0.9678599446946634,20.926534594458733,99.59588029071232
2021-09-30,10.707552730914259,10,100,0.5353542611868466,21.46188885564558,99.57854436539911
2021-10-01,18.902028834965673,10,100,0.6101372406840027,22.072026096329584,99.56447197635754
2021-10-02,11.098947676960993,10,100,0.7451616810273916,22.817187777356974,99.54887930137905
2021-10-03,18.890227709979527,10,100,0.9024141216664119,23.719601899023385,99.53210596819957
2021-10-04,4.470405738964606,10,100,0.9403640442049379,24.659965943228322,99.51747568678138
2021-10-05,10.710502060533596,10,100,0.9286525102390626,25.588618453467383,99.50307384432756
