Date,Temperature,Charge_Start,Charge_End,Daily_Cycles,Total_Cycles,SOH
2021-09-04,14.978233653112836,5,95,0.8810822452501132,0.8810822452501132,99.97713333817396
2021-09-05,19.404588657395383,5,95,0.7105240315921197,1.591606276842233,99.95512505630782
2021-09-06,16.409599955864486,5,95,0.8705870905498793,2.4621933673921124,99.93272227587252
2021-09-07,6.4131806397628965,5,95,0.6163300905107331,3.0785234579028455,99.91678411814998
2021-09-08,6.174475547563361,5,95,0.5609455466858262,3.6394690045886717,99.89960553153946
2021-09-09,44.72949820305182,5,95,0.7159977744193103,4.355466779007982,99.87541903559459
2021-09-10,14.711606351765607,5,95,0.6395991010960719,4.995065880104054,99.85357656871541
2021-09-11,8.372709915509919,5,95,0.8708517548500734,5.865917634954127,99.83609734976018
2021-09-12,6.500011807963735,5,95,0.9170267041489797,6.782944339103107,99.81664799646659
2021-09-13,3.0695723266539,5,95,0.6982160177557233,7.4811603568588305,99.80075579536621
2021-09-14,-18.204315987355443,5,95,0.9775954419799104,8.458755798838741,99.7868441265733
2021-09-15,1.4334486219101739,5,95,0.6719679614992913,9.130723760338032,99.77046912257684
2021-09-16,10.673671363169507,5,95,0.7998578705815709,9.930581630919603,99.75255436400623
2021-09-17,18.76498177571767,5,95,0.8707207098160558,10.801302340735658,99.73004421923984
2021-09-18,12.237259496849573,5,95,0.9502301956575198,11.751532536393178,99.70995701808344
2021-09-19,18.96718411561064,5,95,0.7920016026522081,12.543534139045386,99.69027845503518
2021-09-20,-11.240666508570783,5,95,0.9566005283644246,13.50013466740981,99.67795829648182
2021-09-21,10.637885105606719,5,95,0.7627697131156523,14.262904380525462,99.65812150838558
2021-09-22,6.047818562902432,5,95,0.984485608231719,15.247389988757181,99.63842829307562
2021-09-23,-14.14882821362162,5,95,0.5101835134737281,15.75757350223091,99.62387848819179
2021-09-24,16.618060537206876,5,95,0.7461878440284018,16.50376134625931,99.60417057867626
2021-09-25,14.882542762540503,5,95,0.657541945836295,17.161303292095607,99.5829596138104
2021-09-26,14.764420948185304,5,95,0.5162165059576014,17.677519798053208,99.56043248121696
2021-09-27,19.649618197127594,5,95,0.9769646873244631,18.654484485377672,99.5384099295377
2021-09-28,5.398242276097536,5,95,0.8488372367727182,19.50332172215039,99.51927188163296
2021-09-29,3.400898280929352,5,95,0.8996339230221337,20.402955645172522,99.50265442774128
2021-09-30,19.68001408311596,5,95,0.7547146541981433,21.157670299370665,99.48288453393572
2021-10-01,10.349658777428761,5,95,0.5543070419787743,21.71197734134944,99.46579432217811
2021-10-02,10.194866575836322,5,95,0.5174345364835249,22.229411877832963,99.44896932076746
2021-10-03,3.5269619601043622,5,95,0.9337769467570963,23.16318882459006,99.4328038695193
2021-10-04,5.933884656536483,5,95,0.7499548063594896,23.91314363094955,99.41610657712589
2021-10-05,-13.955216641907109,5,95,0.7134019961936102,24.62654562714316,99.4011041861838
2021-10-06,17.040871747460034,5,95,0.6099399432577293,25.236485570400887,99.38299925666284
2021-10-07,7.117227036097322,5,95,0.9345491365156798,26.17103470691657,99.36738389480945
2021-10-08,7.758967275184798,5,95,0.5920410497806348,26.763075756697205,99.34888054392314
2021-10-09,0.6855890749373339,5,95,0.9992086203270716,27.762284377024276,99.32911909083461
2021-10-10,4.02837248876696,5,95,0.7416175495252968,28.503901926549574,99.31141109643902
2021-10-11,9.937573953712448,5,95,0.5549355852794069,29.05883751182898,99.29515262010325
2021-10-12,9.168403058060488,5,95,0.6767721680526682,29.735609679881648,99.27847622620668
2021-10-13,0.8560959932831347,5,95,0.9367072858859946,30.672316965767642,99.26017369702278
